step,r_alive,r_linvel,r_yaw,r_feet_air_time,r_cmd_vel_error,r_orientation,r_lin_vel_z,r_ang_vel_xy,r_height,r_torque,r_smooth,r_joint_acc,r_joint_limit,r_crouch_penalty,r_power,r_stand_still,r_gait_phase,r_foot_clearance,r_posture,r_foot_strike_vel,r_body_acc,r_action_jerk,r_jump_phase,r_body_height,r_abduction,r_hip_excess,r_total
2211840,0.19999999999999282,1.456292602624089,0.3094525453890435,-0.018349617297644727,-0.5140026454994882,-0.26526561898300827,-0.260833782653575,-0.5787646143178288,-0.0035488105025920356,-0.045209590152274236,-0.19029326161617086,-0.4308484107135926,-0.001065221921203275,-3.7988593803422174e-05,-0.035495014243754376,-0.13131267149192855,0.265869140625,0.41727314108922886,0.08620472809791176,-0.008456262494307266,-0.15954618029977422,-0.058034979882941005,0.0,1.7664700784535063,-0.8427073623580081,-0.038543237073044564,1.4273552431799066
2252800,0.19999999999999282,1.679034680783154,0.3077136650208546,-0.01604493236663984,-0.4106994313957877,-0.21367110161382197,-0.25372630840886506,-0.5496209690516125,-0.0032332493998585756,-0.045142760905271834,-0.190674638710334,-0.42468412980148307,-0.0012886479094864683,-1.7199662771851516e-05,-0.035079674748671234,0.0,0.28271484375,0.45879246894161835,0.08804590974125456,-0.009566766041227474,-0.15882437788993434,-0.05815976599231364,0.0,1.7857092845672848,-0.835007061284754,-0.029396545492308607,1.8582476735502154
2293760,0.19999999999999282,1.8785222353825706,0.32200982264295236,-0.014316416447400115,-0.29236491403218423,-0.19249893181077482,-0.2701846126923477,-0.5737843361003521,-0.0031335982583992413,-0.04552414902551601,-0.19381895316910225,-0.43222797796303725,-0.0011843764539194589,-1.2554811310232909e-05,-0.03545445751064996,0.0,0.2852783203125,0.4556428269635549,0.09158610718105765,-0.009893266329363723,-0.14959772909821872,-0.05930689589702515,0.0,1.7907715854338933,-0.8357136526904712,-0.02587911678442178,2.0961373181799443
2334720,0.19999999999999282,1.920715139618062,0.29459523782756425,-0.008623057001386769,-0.2913534948906147,-0.20925611651652254,-0.2494228816883655,-0.5664282511183498,-0.003006405718183265,-0.04565514404812166,-0.19568584512599072,-0.43045184751094734,-0.0008293824561582913,-1.303494201831692e-05,-0.03540648180611395,0.0,0.2918701171875,0.4624526089651337,0.09115722026377714,-0.008790176132766024,-0.16088926681416355,-0.05988238905440095,0.0,1.8004752494698695,-0.8265502154502421,-0.03165594919285266,2.1114890075734993
2375680,0.19999999999999282,1.8167161971090595,0.28846035605626774,-0.016796884236100595,-0.32473913041924396,-0.22758547411223695,-0.2574666368556151,-0.5242252141465442,-0.003274465467564816,-0.04542859062498532,-0.1955722788407003,-0.42743115387739916,-0.0004788333063301852,-7.961158553928781e-06,-0.0351208113769196,0.0,0.27685546875,0.4575954186509592,0.0905088370548726,-0.009364717307025395,-0.15799239560510622,-0.059727512128301845,0.0,1.7798062716615994,-0.8276033242828628,-0.030841781402817563,1.9975455150148689
2416640,0.19999999999999282,1.7161293128413058,0.27588850185129626,-0.007802743377396837,-0.45493631406599633,-0.22600198891293743,-0.2554085486839935,-0.5536893333851133,-0.003491447167400816,-0.04552171677868633,-0.19584925029194006,-0.42506605326434865,-0.0012454039284567808,-1.4256408975716146e-05,-0.035249321424073776,0.0,0.2808837890625,0.4618861989009488,0.08896817470643746,-0.009058486886073178,-0.15424487767968084,-0.0597214804636313,0.0,1.7688335855103416,-0.8592448874891441,-0.03160863947546067,1.8673117646981356
2457600,0.19999999999999282,1.6866433435869235,0.29111965959639563,-0.008613291138317436,-0.4236976592122126,-0.2021303837799131,-0.23784011186061996,-0.5571968911315074,-0.0026989270870419993,-0.04501604376212641,-0.191973169631092,-0.42885014487205725,-0.000745792900738561,-9.877047019495807e-06,-0.035198052706445014,0.0,0.2882080078125,0.4617037698270067,0.08472053529967521,-0.008854408654572767,-0.1467183006821142,-0.05869559168946587,0.0,1.815410205275465,-0.841751564338254,-0.03929970500152443,1.8901975149223316
2498560,0.19999999999999282,1.707055793698657,0.31228830316765854,-0.013535166392102838,-0.43233592270925314,-0.2119590102472957,-0.2328781028822009,-0.5258482088530483,-0.0027970098903299374,-0.045385960915911856,-0.19577895226393574,-0.4249252907833341,-0.000632130497312425,-1.5114726141639737e-05,-0.03512117221290185,-0.0659528696876264,0.2816162109375,0.44034169859886,0.08929802478747702,-0.009964636551251132,-0.15926739679198343,-0.05983398376556573,0.0,1.8092134499182417,-0.827072297513418,-0.02970185738859547,1.8768473637856282
2539520,0.19999999999999282,1.75423112602993,0.3047855438977888,-0.005644540149660315,-0.3381517177597573,-0.21093908206450607,-0.24377603173883441,-0.5327474992415914,-0.0030284516433963468,-0.04565346339440829,-0.1941472097219953,-0.430758462071674,-0.0012522675880773057,-2.2524150589418834e-05,-0.03530341202042901,0.0,0.2677001953125,0.41811014773661365,0.09055346370407209,-0.009642462874606478,-0.15798582675104275,-0.05922546226443954,0.0,1.7957858394769515,-0.8405636476213786,-0.02923065906588149,1.9398645570232858
2580480,0.19999999999999282,1.9677627370637985,0.3108724798827186,-0.014277354246587493,-0.28209979103691385,-0.185270848451764,-0.21983833264332878,-0.5667645283852202,-0.003042473669135036,-0.04572821443540708,-0.19577686014672496,-0.432869472001632,-0.0006934066302206831,-3.0688114145281465e-05,-0.03573732480548139,0.0,0.2772216796875,0.4402686731578154,0.08863598165971241,-0.009410817462340099,-0.15148686348902993,-0.05948339376744119,0.0,1.7949558458679808,-0.8417612692892275,-0.03133338030052248,2.1690308107794394
2621440,0.19999999999999282,1.7685976905608616,0.2997932867217784,-0.011816415841167327,-0.3733871010884471,-0.20161340265554406,-0.2321258703628861,-0.5543069343988879,-0.0028568638578947525,-0.04549203194137295,-0.1950129087650568,-0.4305738696227717,-0.0012717607175879108,-1.833770741815489e-05,-0.03537093372078808,0.0,0.30615234375,0.46127560963415387,0.09184290787036134,-0.009411533943233154,-0.1558817448880292,-0.05963005010795321,0.0,1.8128757292999025,-0.8534414392796641,-0.03120800205972342,2.0186783439418376
2662400,0.19999999999999282,1.5371153616455262,0.333552028382763,-0.011250009214563761,-0.4801940762989041,-0.23019620515345984,-0.2409211237380554,-0.5066426381461502,-0.003359568224254698,-0.04448544460517974,-0.19258170911925837,-0.42022163224843867,-0.0013061375848915067,-3.1027918255633084e-05,-0.03441550907003304,0.0,0.2962646484375,0.4654037998481799,0.08323124945088682,-0.009026141778374493,-0.15784267412964254,-0.05898183098732257,0.0,1.7753553462284308,-0.8525984931831876,-0.03969821870326319,1.751296442169282
2703360,0.19999999999999282,1.5848435599510582,0.3274966660979644,-0.006914072604558896,-0.46634966355398433,-0.23688835947963582,-0.2716155152538892,-0.5543413964683083,-0.003147153529291721,-0.04514232805203551,-0.19418789407063713,-0.43112606314340296,-0.0013326846679861558,-3.372186262555676e-06,-0.035148444880430604,0.0,0.287841796875,0.4619241521571713,0.08532381892436562,-0.008995865535591308,-0.15992773793978263,-0.05963032028987077,0.0,1.7867402252818725,-0.8126767729820756,-0.0422269243299459,1.765981442011458
2744320,0.19999999999999282,1.2877175360571824,0.3121072671351966,-0.012568369500513654,-0.5859595918849436,-0.2248728314701811,-0.26039552128228194,-0.5196102041614831,-0.004229167541268473,-0.044090673611090654,-0.19069761487116932,-0.4234881223794514,-0.0006731269643174005,-5.921246577025877e-05,-0.03430117518750843,0.0,0.281982421875,0.4592355918225923,0.08065699429404216,-0.008657820448751026,-0.15890394039599057,-0.058426651575719045,0.0,1.7250904215319396,-0.842795074193393,-0.0467901498010501,1.416602432390176
2785280,0.19999999999999282,1.7530426052273231,0.3422664014755986,-0.009150399149802979,-0.449445934037346,-0.21464716096960323,-0.27704098762453355,-0.5538746862545894,-0.0038429971753452426,-0.04510692136925999,-0.19475000912789292,-0.4294713091519543,-0.0006665381053536458,-3.202525945654379e-05,-0.0349606217376761,0.0,0.2720947265625,0.4381963621843993,0.08873954376569873,-0.008702291686604758,-0.15892052269603285,-0.05950821786042064,0.0,1.7533879557248615,-0.848313082340882,-0.038799681918769056,1.873881451525728
2826240,0.19999999999999282,1.7599326995549778,0.33354622073344614,-0.014853525965008885,-0.39203808229437165,-0.20435295663810038,-0.234732535810038,-0.5410719728464664,-0.002627133591903151,-0.04517729604594189,-0.19466592506360053,-0.4307413908818235,-0.0007548575861054096,-8.559615822524392e-06,-0.03508752192954225,0.0,0.2764892578125,0.46362657563824466,0.08676851907391558,-0.008940658259902975,-0.16207342332017283,-0.0594543926784535,0.0,1.816729135723754,-0.8287898517837036,-0.03903849842821906,1.9983029744929204
2867200,0.19999999999999282,1.8812861471737774,0.3368676259058637,-0.012304697658692021,-0.33014672893096275,-0.1877514249705161,-0.25388281594529977,-0.5052332124132456,-0.002649166190444429,-0.04495918234191481,-0.19742568971705615,-0.4309225565701149,-0.0008531317683268589,-1.6420700954162347e-05,-0.03481307334782469,0.0,0.2750244140625,0.4581511860403331,0.08200761962789381,-0.008962800402252002,-0.1473840648767942,-0.060450282958045116,0.0,1.816341354627712,-0.8117711661796216,-0.046179856417474706,2.219390906502153
2908160,0.19999999999999282,1.502399894469937,0.3597701698828417,-0.01331055689661298,-0.45097709163395816,-0.212783169971981,-0.2646332328966362,-0.5385888906204495,-0.0033160865507835344,-0.044227013923730456,-0.19275967408466385,-0.42490769609448487,-0.0009795081069080742,-2.28654261848443e-05,-0.03444329857847015,0.0,0.279052734375,0.45656936741920695,0.07593780005827948,-0.0080697853310205,-0.1489675928884244,-0.05898058114573359,0.0,1.7771149122948242,-0.802960255194799,-0.05494136783365615,1.7672235100198594
2949120,0.19999999999999282,2.03356989303944,0.3332761314970733,-0.01755860460252734,-0.26657305308909685,-0.18525432191142066,-0.24965646648129464,-0.5409952053760662,-0.003139330019933625,-0.04611558027023029,-0.20207066760922354,-0.4359130660206066,-0.0010208254908656044,-2.4151201406244262e-05,-0.03558293895335569,0.0,0.2816162109375,0.45587471656791234,0.09538480114054078,-0.010329260585829007,-0.16820068541442754,-0.06209623800474215,0.0,1.7907442910050306,-0.8687992865637407,-0.020785360331593717,2.2253404131223893
2990080,0.19999999999999282,1.9011237337674667,0.32187297063562015,-0.012998058286029845,-0.36378978722754596,-0.17698389325491704,-0.22754997461362908,-0.5105320690800863,-0.003185234843271767,-0.04567563424104188,-0.2001973700636882,-0.4311421747511554,-0.0012797896409036456,-1.4910321482484474e-05,-0.034994311947749934,0.0,0.27392578125,0.45690779407135845,0.09372391697871023,-0.01070629645789572,-0.16161214754376113,-0.061525340703665256,0.0,1.7892725321030536,-0.8248105840923552,-0.026632228581049043,2.153920370216967
3031040,0.19999999999999282,1.8510886321540807,0.35007786779547556,-0.013037119766522665,-0.29004531482214446,-0.18284595672502135,-0.23412387523210218,-0.5427724837509605,-0.002681904852300874,-0.045600140590333044,-0.20204316744639092,-0.4394382018360598,-0.0009946336955532309,-1.4139592649718315e-05,-0.03521387223948254,0.0,0.270263671875,0.45603505270970146,0.08860063065339534,-0.009720919294746236,-0.16052604245347907,-0.06215844614547674,0.0,1.8147219138909603,-0.7965995939968075,-0.031946436894418936,2.1484920949332915
3072000,0.19999999999999282,2.0401046843319013,0.3191458719365263,-0.017255870188819245,-0.3031330429118704,-0.18674037651164355,-0.23455210583078884,-0.499142603222855,-0.0027606725156635393,-0.045223656128428366,-0.19958122483658394,-0.4303951504173108,-0.000646948624771879,-3.09627013013259e-05,-0.03482212134202608,0.0,0.2904052734375,0.4562284985720104,0.09253139077838721,-0.009288577217072035,-0.15680600940418668,-0.061386505602276924,0.0,1.8149545911672529,-0.8062842987677431,-0.02967469776651727,2.3838761741255765
3112960,0.19999999999999282,1.791779138513931,0.31760162013154875,-0.015185557153017726,-0.36326726646816354,-0.18779008142645282,-0.23322983109639112,-0.5471799039191674,-0.003267016106936402,-0.04509267504183512,-0.2014283539829194,-0.443398150580637,-0.00045837071713166437,-3.5627214962785334e-05,-0.034992933966893174,0.0,0.2724609375,0.4550821320550973,0.08305144321671483,-0.00931761491564793,-0.16222187937572047,-0.06248380270291823,0.0,1.785037196916401,-0.759143211369775,-0.041538979191570076,2.050263548508284
3153920,0.19999999999999282,1.540593707098725,0.3286420810504001,-0.01572266647417564,-0.5132665361181523,-0.1819586922219294,-0.2621723241814238,-0.5266835136060776,-0.003989766415598046,-0.04448447656278797,-0.19277606753312254,-0.4251046486479671,-0.0005774050413489096,-8.933863321446166e-05,-0.03428452116641442,0.0,0.251953125,0.45356789402208136,0.08155878005018852,-0.009655206124656578,-0.16522889089450427,-0.0589994198069325,0.0,1.7505848264100385,-0.8177101944511476,-0.0485049837805786,1.7433414088916084
3194880,0.19999999999999282,2.021898775383136,0.35427383471416984,-0.013955088375951163,-0.3464657329530354,-0.15858944362217287,-0.2263625174406033,-0.5371993967565823,-0.002771956015153635,-0.04515095209845832,-0.20077550473288266,-0.4345715233219832,-0.0007823622500382425,-1.5511427597003006e-05,-0.03488200665656438,0.0,0.2669677734375,0.4554588716024227,0.08467389401029635,-0.009866577881814744,-0.15349937032368294,-0.062101559274014936,0.0,1.8131475529079484,-0.8357322576774414,-0.0427274967347066,2.3221975169518
3235840,0.19999999999999282,2.0363576550192954,0.32772384504806806,-0.015253916892106645,-0.32050033427850444,-0.17092582606024465,-0.22950185863185124,-0.5410736805737734,-0.003255993874800173,-0.045434126555091846,-0.20017442982789393,-0.435195422095048,-0.0006393727619730062,-2.589948531249467e-05,-0.03489062959135386,0.0,0.2830810546875,0.4567169472057896,0.08833664075972542,-0.010170111132571207,-0.15552017365209725,-0.06122651286044851,0.0,1.7970893702242703,-0.8280537042547308,-0.033314364567313744,2.3537334348024044
3276800,0.19999999999999282,1.903879870161848,0.3196921167504184,-0.01117188500938937,-0.36357616666722237,-0.19341479238586956,-0.24659766005470515,-0.5510991303729009,-0.0032573639709683735,-0.04509698447291774,-0.19729592776275204,-0.43949368556908813,-0.0007992341695444317,-2.520823979301104e-05,-0.03524905098479038,0.0,0.2852783203125,0.46149628071323573,0.08101929583884879,-0.008965923466982046,-0.16483828782138896,-0.06049592824478155,0.0,1.7825815505455975,-0.8424223886420795,-0.046212600434510344,2.102134922800238
3317760,0.19999999999999282,1.7724312038534784,0.35102370101153246,-0.01635743139195256,-0.39185949229984374,-0.19299644703108498,-0.25505033544090794,-0.526040705833002,-0.0035034320843237115,-0.044254035083980896,-0.19566604624997136,-0.42769203198999356,-0.000425211805912116,-2.1528139851661015e-05,-0.03412823146493923,0.0,0.2841796875,0.45484949500187877,0.07901670171451695,-0.008675414831409769,-0.15653022030453573,-0.06004961750324583,0.0,1.7717587702597408,-0.8209177102289257,-0.04780535989714175,2.044691549939813
3358720,0.19999999999999282,1.9319676466552158,0.3397253857657188,-0.012832043350499589,-0.2929533575495079,-0.18036993310921723,-0.24012592334119842,-0.5408318767428731,-0.002742251268087377,-0.0450176684991861,-0.200535448505252,-0.43634658547209426,-0.00047338619189691823,-1.1543896456631822e-05,-0.03480762526836044,0.0,0.292236328125,0.45266783492429274,0.08293195052109034,-0.009224790305983747,-0.15954507917855493,-0.06183165612223101,0.0,1.8097135477404223,-0.8125943906157637,-0.041335383357172836,2.2228792394723405
3399680,0.19999999999999282,1.764987501515474,0.31903776240685655,-0.0187988395919092,-0.3558295575662953,-0.16788493092451517,-0.20632866590272317,-0.5068091616429732,-0.0031371207666633398,-0.044780520027678426,-0.19825682534792588,-0.42785590425733355,-0.0004937504049706788,-2.9653423739247713e-05,-0.034309794543224574,0.0,0.2647705078125,0.45786612232258567,0.0853087274765263,-0.010177021170633236,-0.15454645324237937,-0.06120306796947267,0.0,1.7967841144506667,-0.8005289027840671,-0.0441074167342023,2.0764037359193894
3440640,0.19999999999999282,2.088726778315613,0.34790161556800364,-0.016162120671651792,-0.2783431231840652,-0.17012014178152146,-0.2380729377056735,-0.5361587380979561,-0.0032625398144369403,-0.045530813638607635,-0.2015302847794373,-0.44352228584399417,-0.0007284851178255978,-1.0719136498596382e-05,-0.03523745944119914,0.0,0.2904052734375,0.4541330999975847,0.0915944201972459,-0.00891683672047197,-0.1637495236231624,-0.061874191874812724,0.0,1.7841947956632958,-0.8159825225990148,-0.03452863263396966,2.376292472336613
3481600,0.19999999999999282,2.0347331955528563,0.34869780303112347,-0.012890634308860172,-0.30551165478933484,-0.1815634197463165,-0.2535820960035066,-0.5157288833254615,-0.0029967451485371664,-0.044675970931426785,-0.20279639894506574,-0.43744689596952346,-0.0006828630073777127,-1.0311036927177716e-05,-0.03472504539710292,0.0,0.257080078125,0.4092845493863834,0.07798420726385355,-0.008258864058322312,-0.1671275247296726,-0.06249385958013577,0.0,1.7994255374523183,-0.7895829000042147,-0.0508678936610406,2.2726988623496482
3522560,0.19999999999999282,1.9205740626447794,0.3069448639526032,-0.011025399602658581,-0.3312455245603323,-0.1811027594303738,-0.248109311432652,-0.5181657326909821,-0.0029448723008094657,-0.044930889262782395,-0.201010866008437,-0.4347784927603152,-0.0008628513291596015,-3.273849815983809e-05,-0.03471678239844665,-0.13571164826087054,0.2618408203125,0.4128423557662833,0.08562226525392631,-0.009503517300844658,-0.1667105230547896,-0.06192725311237145,0.0,1.8009150189206815,-0.8240956506737982,-0.04466968247834084,2.00628359443469
3563520,0.19999999999999282,1.9016022706786702,0.3368349134155178,-0.016152353025972843,-0.3544182594230847,-0.20009501718464984,-0.205126155266268,-0.532863372469447,-0.0029915572335642176,-0.044912462802100796,-0.20029549807659336,-0.43388636423211424,-0.0007385156902934592,-2.1917375731446766e-05,-0.03448449683171656,0.0,0.27685546875,0.45340281728986515,0.08357491170752038,-0.00919546402957536,-0.15854257389198748,-0.06158228925429286,0.0,1.798410158412635,-0.8292086642462864,-0.04582735854964952,2.1802458537533025
3604480,0.19999999999999282,1.7016948202249462,0.34358832848086035,-0.0076269633282208815,-0.4188959937880732,-0.15798902801029868,-0.23226926162044037,-0.5414069845256861,-0.003247386975301125,-0.04428407528455091,-0.19723079588729858,-0.4357774219694532,-0.000592163772083165,-2.4245332994848566e-05,-0.03447810646091736,0.0,0.2779541015625,0.457569815931873,0.07561508039649774,-0.008950689404999265,-0.15937257278419567,-0.06049572862539205,0.0,1.7824837219015441,-0.7851371867657365,-0.060891709170690464,1.9817912479921889
3645440,0.19999999999999282,1.8139220852233726,0.3276491365982966,-0.015429696999490261,-0.3377996689229299,-0.17825649247715347,-0.2325059042411267,-0.5071695197768237,-0.002819498575422715,-0.04469095516925545,-0.1998657643067419,-0.4318676420385766,-0.0009967565613007144,-1.7293158088804456e-05,-0.034529770370592766,0.0,0.2596435546875,0.42346225562923695,0.0783590952641089,-0.009395482372719375,-0.16320686082006436,-0.06144120180426403,0.0,1.807371295085381,-0.7702900734606507,-0.0529971113960423,2.080416346201981
3686400,0.19999999999999282,2.042381602532378,0.32708209832158536,-0.016464853440993465,-0.2659620097515658,-0.16231205293124873,-0.22594848848152504,-0.5398772743994815,-0.0031862260283902397,-0.04536115081874562,-0.20218670959729929,-0.4327770920586305,-0.0006789463188014215,-3.865614406970173e-05,-0.034618316550688075,0.0,0.25341796875,0.41305467022655407,0.08811416306752791,-0.010409908104547819,-0.1534508052515156,-0.06194642497517637,0.0,1.793368727815513,-0.8337492524364011,-0.03386488380205276,2.2657639900065254
3727360,0.19999999999999282,1.792027089922431,0.3527844514305269,-0.020371105027152225,-0.39846280379137333,-0.17397612823959463,-0.23106019172044115,-0.5299898517220981,-0.0028029009922889564,-0.044654507176538565,-0.19922302627164737,-0.430060441013647,-0.0006409653678146556,-1.4935684037163326e-05,-0.03448166524185176,0.0,0.2684326171875,0.4534399230436421,0.08162476850253207,-0.009795441153612432,-0.15255056975784842,-0.06138597406476026,0.0,1.8070405892045902,-0.8131831770628669,-0.04909372134548903,2.0907757594524212
3768320,0.19999999999999282,2.113635190226437,0.36133671909974074,-0.018583995188237168,-0.2924028129154612,-0.1601180861864009,-0.22762884659145924,-0.510742501143832,-0.0030310654230871993,-0.04543461909791139,-0.20420552215146,-0.4371921324877926,-0.0006554953015962934,-5.760875946551716e-05,-0.03499155079013822,0.0,0.267333984375,0.4528657362274416,0.08513812746675894,-0.010445173620590572,-0.16866201309411563,-0.06259774001926412,0.0,1.7991048040385325,-0.8190991882241978,-0.04010129191191142,2.471466799768856
3809280,0.19999999999999282,1.8923695001190606,0.31660457379006657,-0.0157617281365674,-0.31514973043108796,-0.17838870413659613,-0.2356424096383674,-0.5502321028684306,-0.0031727489916357505,-0.04466705716333206,-0.19986408202239525,-0.43614948438581147,-0.000620126543122304,-3.9219078496595514e-05,-0.03462657073738348,0.0,0.276123046875,0.4539734696496579,0.07868762276742826,-0.009224333450265128,-0.14981341790410813,-0.06115270344860626,0.0,1.7866156541619904,-0.8067497787750054,-0.05446349116612458,2.1136421085377712
3850240,0.19999999999999282,1.7972423590712252,0.32283661699961747,-0.008730478555662557,-0.4193900938198212,-0.19265745344544172,-0.2292163611439646,-0.5141249296912421,-0.0034058629190101206,-0.044674041683650446,-0.2019750067935092,-0.4341217662046293,-0.0005169556956185675,-6.346091564270001e-05,-0.034332267364844175,0.0,0.2431640625,0.41394173094815456,0.08083074385091409,-0.0089351285326711,-0.1648288629289307,-0.0625251406762982,0.0,1.7774808836705158,-0.7875941555703581,-0.04684199232543928,2.0102221070278663
3891200,0.19999999999999282,1.7752928808625164,0.32949268525390346,-0.024062511234660633,-0.38022105735593925,-0.15422742418677515,-0.2234226157953048,-0.5139599515449437,-0.0030941141647468063,-0.044248157535133316,-0.20277441165817414,-0.42760071081936896,-0.0006498676035831467,-2.5215322865079346e-05,-0.03390519933198464,0.0,0.2611083984375,0.447557154395349,0.0794226369610304,-0.010000384100105744,-0.15798938564579282,-0.06288508973433639,0.0,1.789389510366671,-0.7974307428887702,-0.04853962118045535,2.0652361813317333
3932160,0.19999999999999282,2.159319363665916,0.3183731642702428,-0.008886729840014596,-0.25971384959468935,-0.17352402570283232,-0.22029714252724353,-0.5738905573445845,-0.003176909134785744,-0.04570811337623151,-0.2051287571855937,-0.4338807141813508,-0.0007591868557094651,-1.5122115347721985e-05,-0.035052709097316476,0.0,0.274658203125,0.4609818028077978,0.09022144743340822,-0.009837219331436628,-0.1586999454549512,-0.06293874047871197,0.0,1.7831122220030229,-0.859755771915587,-0.030862213580341802,2.381724048648158
3973120,0.19999999999999282,2.064712798438699,0.304041173489191,-0.020498057521763258,-0.30868272593590973,-0.16996844651766096,-0.21164833343061384,-0.5042733649743402,-0.0026099929873567933,-0.04566247822429522,-0.20630138601554776,-0.4378607956265326,-0.0005155414128093289,-1.0922654143410739e-05,-0.035124871071971736,0.0,0.279052734375,0.4551314361333974,0.08985393194747532,-0.010702160693157523,-0.16363115953694826,-0.06340574770089011,0.0,1.8238258742002147,-0.8180164670449783,-0.03332218726892356,2.401073013139607
4014080,0.19999999999999282,1.6375511645283038,0.35342281589446634,-0.0203418061719276,-0.41942444796434797,-0.1776193055132258,-0.21737689011727876,-0.5252963921777104,-0.003538285350890063,-0.04389718661438688,-0.19687845388398253,-0.42879635778434866,-0.0006111085844629077,-4.7548688403688443e-05,-0.033986291517991665,0.0,0.258544921875,0.4522969078262218,0.07426690121055565,-0.009545075208361798,-0.15604858067698682,-0.06057097925862766,0.0,1.7668457276769913,-0.8316828437679092,-0.059521016560750616,1.894555069858775
4055040,0.19999999999999282,1.9664444592578896,0.3409522284614516,-0.022988292475929484,-0.2929021271345782,-0.1713522176218838,-0.21925352829848652,-0.5422595216575429,-0.0030299994027237096,-0.045240292979451695,-0.20614190379274094,-0.44176198200739863,-0.000464880317340109,-1.1650908342771177e-05,-0.03481272837507366,0.0,0.27685546875,0.45292399417234835,0.08803595349611468,-0.01040758836728602,-0.1626585446539325,-0.0636336777973338,0.0,1.7960108773345802,-0.823744990823047,-0.03733733710757112,2.249549208642575
4096000,0.19999999999999282,2.111436629901911,0.3035290932709883,-0.015468760255316738,-0.2800447671450357,-0.15482097472616196,-0.21638736808841308,-0.5277394325429433,-0.0028864067727044185,-0.04582000052499975,-0.20619184227252868,-0.4341329735082078,-0.0006555027829959865,-1.834638603306872e-05,-0.03500655486341937,0.0,0.267333984375,0.457387796225253,0.09444322639521026,-0.011496146674757787,-0.15726020481780853,-0.06321878280083194,0.0,1.8045620498527633,-0.8596033518239955,-0.027693765722378094,2.3863820808611864
4136960,0.19999999999999282,2.1246296304672376,0.3613629967310101,-0.019326183333760127,-0.2971808466232151,-0.16843951328168139,-0.20185501023850094,-0.5213172120455766,-0.0024288444801455734,-0.0456409563212941,-0.2085607429384253,-0.43229093627113335,-0.0004467833524996155,-2.4447676363658404e-05,-0.03479247858114498,0.0,0.28125,0.4595004943593131,0.0885613495990103,-0.010234502634712817,-0.1606761335155027,-0.06447631388145965,0.0,1.8318123039211518,-0.8201149875891954,-0.03633230088124799,2.5180253705766336
4177920,0.19999999999999282,2.1699275315687196,0.3451777346611988,-0.020625010700314306,-0.3134019698633814,-0.14239670839999263,-0.19961815794886353,-0.5225370589668898,-0.0024367495134074127,-0.04572286672862862,-0.20921895921637781,-0.44429955315112374,-0.0005761369045278207,-2.3403749910986833e-05,-0.03499185081731981,0.0,0.264404296875,0.45309803502533247,0.09015538582189135,-0.010903385998159923,-0.1627988975085464,-0.0647041529140552,0.0,1.832921552424527,-0.7950859016770488,-0.03926961044374588,2.5681422350997765
4218880,0.19999999999999282,1.836694687713935,0.35089611320297953,-0.015478526904189494,-0.30680069850731684,-0.14544622886458924,-0.19527257556222788,-0.5004486863347576,-0.002687612370162447,-0.044679894214657775,-0.20454557319753827,-0.43055680310069866,-0.00030215666457651815,-9.086788235130293e-06,-0.03402129757382321,0.0,0.28271484375,0.45274251487093964,0.0821901613321527,-0.010599406266730073,-0.15376816805946839,-0.06317023720912403,0.0,1.8125851443901049,-0.8125796990664379,-0.03924909413951239,2.2087121059539188
4259840,0.19999999999999282,2.3609168539098957,0.32464436285588644,-0.013984384655486792,-0.2121244484117426,-0.15353943887835442,-0.20399452310587676,-0.5275149820509429,-0.002410781411980181,-0.04577455232518675,-0.20906044201401514,-0.4401494340067784,-0.0006345041845775791,-1.2343905134262056e-06,-0.03497741891296088,-0.2025651733319813,0.2413330078125,0.38994280943956083,0.09172984165775117,-0.010263138098592302,-0.16579602446430355,-0.06434023080335462,0.0,1.8326168729040049,-0.8020260163149973,-0.03470107991050033,2.4993109053687332
4300800,0.19999999999999282,1.9987460555759808,0.3617991666565043,-0.02094727621442871,-0.32702553674232426,-0.1530649150276897,-0.2173862550234551,-0.5225188794719674,-0.0030636508349173837,-0.044616327713831935,-0.20262840830691883,-0.4297367783790653,-0.0004019737152077844,-3.916046160116322e-05,-0.0341628747543329,0.0,0.27392578125,0.4514582454866439,0.07776985829946366,-0.009432357808546411,-0.15880257016490246,-0.06239688727393518,0.0,1.792394105788649,-0.7981082638930477,-0.056919652399949755,2.344856084115271
4341760,0.19999999999999282,2.234230991432116,0.3478699783431541,-0.022314464127703104,-0.2544722363419005,-0.13845501498918478,-0.19029042992273498,-0.5419219039414009,-0.002106187079487326,-0.045909933131087446,-0.2107330679747976,-0.43988669441857475,-0.00042130834604582905,-9.480375653228316e-06,-0.03492247441338192,0.0,0.2633056640625,0.4516894312010895,0.08842178548086115,-0.011148663406521224,-0.14994288580592519,-0.06487793900596435,0.0,1.8503142975106335,-0.8067437277174826,-0.038384030815952715,2.622686182821442
4382720,0.19999999999999282,2.2128281787393913,0.36575607797218884,-0.028828136426454876,-0.2155833332741679,-0.14162244323991047,-0.19295718542273682,-0.53865464838891,-0.0026019597221666013,-0.04624259956332235,-0.2129948628797143,-0.43760672383100524,-0.0005421650336427676,-7.184900830156229e-06,-0.034922546167481236,0.0,0.2545166015625,0.4521862978532665,0.094224896335975,-0.012041201090178654,-0.15794107009680033,-0.06572188314894442,0.0,1.818218397452775,-0.7955955873027338,-0.025280340482679988,2.589561852364313
